,id_key,no,contest_category,contest_name,year,link,pdf,post_rendered,post_canonical,label,score,level
165,6133,6,International Contest,egmo,2018_egmo,https://artofproblemsolving.com/community/c644917_2018_egmo,https://artofproblemsolving.com/downloads/printable_post_collections/644917,"
<ol class=""bbcode_list"" style=""list-style-type:lower-alpha"">
<li>Prove that for every real number <img src=""//latex.artofproblemsolving.com/e/0/d/e0d2bf360290fd61d1c1557e763f2622363b3d35.png"" class=""latex"" alt=""$t$"" width=""6"" height=""11""> such that <img src=""//latex.artofproblemsolving.com/7/3/1/7319c1c03689393745df1c3895cba42d49ab9345.png"" class=""latex"" alt=""$0 < t < \tfrac{1}{2}$"" style=""vertical-align: -6px"" width=""73"" height=""21""> there exists a positive integer <img src=""//latex.artofproblemsolving.com/1/7/4/174fadd07fd54c9afe288e96558c92e0c1da733a.png"" class=""latex"" alt=""$n$"" width=""10"" height=""8""> with the following property: for every set <img src=""//latex.artofproblemsolving.com/a/d/2/ad28c83c99a8fd0dd2e2e594c9d02ee532765a0a.png"" class=""latex"" alt=""$S$"" width=""12"" height=""12""> of <img src=""//latex.artofproblemsolving.com/1/7/4/174fadd07fd54c9afe288e96558c92e0c1da733a.png"" class=""latex"" alt=""$n$"" width=""10"" height=""8""> positive integers there exist two different elements <img src=""//latex.artofproblemsolving.com/2/6/e/26eeb5258ca5099acf8fe96b2a1049c48c89a5e6.png"" class=""latex"" alt=""$x$"" width=""10"" height=""8""> and <img src=""//latex.artofproblemsolving.com/0/9/2/092e364e1d9d19ad5fffb0b46ef4cc7f2da02c1c.png"" class=""latex"" alt=""$y$"" style=""vertical-align: -3px"" width=""9"" height=""11""> of <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/a/d/2/ad28c83c99a8fd0dd2e2e594c9d02ee532765a0a.png"" class=""latex"" alt=""$S$"" width=""12"" height=""12"">,</span> and a non-negative integer <img src=""//latex.artofproblemsolving.com/f/5/0/f5047d1e0cbb50ec208923a22cd517c55100fa7b.png"" class=""latex"" alt=""$m$"" width=""15"" height=""8""> (i.e. <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/9/b/9/9b9afd155f5c5b74fce1af36f7f6dc7cc30fbc8a.png"" class=""latex"" alt=""$m \ge 0 $"" style=""vertical-align: -2px"" width=""48"" height=""15"">)</span>, such that <img src=""//latex.artofproblemsolving.com/1/3/0/130530c13cad56ab1ce0c0a1f84bb78ecfe481ab.png"" class=""latexcenter"" alt=""\[ |x-my|\leq ty.\]"" width=""110"" height=""18""></li>
<li>Determine whether for every real number <img src=""//latex.artofproblemsolving.com/e/0/d/e0d2bf360290fd61d1c1557e763f2622363b3d35.png"" class=""latex"" alt=""$t$"" width=""6"" height=""11""> such that <img src=""//latex.artofproblemsolving.com/6/3/8/638aab4ed59663414dce6bf8ea2c92e7f50e2405.png"" class=""latex"" alt=""$0 < t < \tfrac{1}{2} $"" style=""vertical-align: -6px"" width=""73"" height=""21""> there exists an infinite set <img src=""//latex.artofproblemsolving.com/a/d/2/ad28c83c99a8fd0dd2e2e594c9d02ee532765a0a.png"" class=""latex"" alt=""$S$"" width=""12"" height=""12""> of positive integers such that <img src=""//latex.artofproblemsolving.com/6/b/c/6bc24980309c671ea4bee2b3c36a82e086f9c039.png"" class=""latexcenter"" alt=""\[|x-my| > ty\]"" width=""106"" height=""18"">for every pair of different elements <img src=""//latex.artofproblemsolving.com/2/6/e/26eeb5258ca5099acf8fe96b2a1049c48c89a5e6.png"" class=""latex"" alt=""$x$"" width=""10"" height=""8""> and <img src=""//latex.artofproblemsolving.com/0/9/2/092e364e1d9d19ad5fffb0b46ef4cc7f2da02c1c.png"" class=""latex"" alt=""$y$"" style=""vertical-align: -3px"" width=""9"" height=""11""> of <img src=""//latex.artofproblemsolving.com/a/d/2/ad28c83c99a8fd0dd2e2e594c9d02ee532765a0a.png"" class=""latex"" alt=""$S$"" width=""12"" height=""12""> and every positive integer <img src=""//latex.artofproblemsolving.com/f/5/0/f5047d1e0cbb50ec208923a22cd517c55100fa7b.png"" class=""latex"" alt=""$m$"" width=""15"" height=""8""> (i.e. <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/1/d/4/1d4f05dbfb8deab8d418a36643fded9383c604eb.png"" class=""latex"" alt=""$m > 0$"" style=""vertical-align: 0px"" width=""48"" height=""13"">)</span>.</li>
</ol>
"," Prove that for every real number $t$ such that $0 < t < \tfrac{1}{2}$ there exists a positive integer $n$ with the following property: for every set $S$ of $n$ positive integers there exist two different elements $x$ and $y$ of $S$, and a non-negative integer $m$ (i.e. $m \ge 0 $), such that \[ |x-my|\leq ty.\] Determine whether for every real number $t$ such that $0 < t < \tfrac{1}{2} $ there exists an infinite set $S$ of positive integers such that \[|x-my| > ty\]for every pair of different elements $x$ and $y$ of $S$ and every positive integer $m$ (i.e. $m > 0$). ",,9.172161172161172,Very Hard
140,6108,5,International Contest,egmo,2022_egmo,https://artofproblemsolving.com/community/c3024020_2022_egmo,https://artofproblemsolving.com/downloads/printable_post_collections/3024020,"For all positive integers <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/1/7/4/174fadd07fd54c9afe288e96558c92e0c1da733a.png"" class=""latex"" alt=""$n$"" width=""10"" height=""8"">,</span> <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/8/c/3/8c325612684d41304b9751c175df7bcc0f61f64f.png"" class=""latex"" alt=""$k$"" width=""9"" height=""12"">,</span> let <img src=""//latex.artofproblemsolving.com/5/c/6/5c6c6fc2a6cbf74d67b57d642dc346dbc505ef17.png"" class=""latex"" alt=""$f(n, 2k)$"" style=""vertical-align: -5px"" width=""65"" height=""20""> be the number of ways an <img src=""//latex.artofproblemsolving.com/b/2/8/b28dba4968de97cc9aca1495432ab6d05986c77e.png"" class=""latex"" alt=""$n \times 2k$"" style=""vertical-align: -2px"" width=""54"" height=""16""> board can be fully covered by <img src=""//latex.artofproblemsolving.com/3/5/2/352c8227b306ecb073ce0371932c5b7fe3241232.png"" class=""latex"" alt=""$nk$"" width=""20"" height=""12""> dominoes of size <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/4/e/0/4e03b602154bf17643e7945df4dae9dcd3a22081.png"" class=""latex"" alt=""$2 \times 1$"" style=""vertical-align: 0px"" width=""39"" height=""12"">.</span> (For example, <img src=""//latex.artofproblemsolving.com/7/5/3/753f0b523fb67c3c5c3d2777efc8f73450c12163.png"" class=""latex"" alt=""$f(2, 2)=2$"" style=""vertical-align: -5px"" width=""86"" height=""20""> and <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/a/c/a/aca036f08be37cdedcdc86a8e104a2ee2f36c60a.png"" class=""latex"" alt=""$f(3, 2)=3$"" style=""vertical-align: -5px"" width=""86"" height=""20"">.</span>) Find all positive integers <img src=""//latex.artofproblemsolving.com/1/7/4/174fadd07fd54c9afe288e96558c92e0c1da733a.png"" class=""latex"" alt=""$n$"" width=""10"" height=""8""> such that for every positive integer <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/8/c/3/8c325612684d41304b9751c175df7bcc0f61f64f.png"" class=""latex"" alt=""$k$"" width=""9"" height=""12"">,</span> the number <img src=""//latex.artofproblemsolving.com/5/c/6/5c6c6fc2a6cbf74d67b57d642dc346dbc505ef17.png"" class=""latex"" alt=""$f(n, 2k)$"" style=""vertical-align: -5px"" width=""65"" height=""20""> is odd.","For all positive integers $n$, $k$, let $f(n, 2k)$ be the number of ways an $n \times 2k$ board can be fully covered by $nk$ dominoes of size $2 \times 1$. (For example, $f(2, 2)=2$ and $f(3, 2)=3$.) Find all positive integers $n$ such that for every positive integer $k$, the number $f(n, 2k)$ is odd.",,6.885456885456885,Hard
472,308,2,International Contest,imo,1978_imo,https://artofproblemsolving.com/community/c3805_1978_imo,https://artofproblemsolving.com/downloads/printable_post_collections/3805,"Let <img src=""//latex.artofproblemsolving.com/b/b/2/bb2c93730dbb48558bb3c4738c956c4e8f816437.png"" class=""latex"" alt=""$f$"" style=""vertical-align: -3px"" width=""10"" height=""16""> be an injective function from <img src=""//latex.artofproblemsolving.com/0/6/c/06cc90a55154119e08022c416832b4981fe19975.png"" class=""latex"" alt=""${1,2,3,\ldots}$"" style=""vertical-align: -3px"" width=""71"" height=""16""> in itself. Prove that for any <img src=""//latex.artofproblemsolving.com/1/7/4/174fadd07fd54c9afe288e96558c92e0c1da733a.png"" class=""latex"" alt=""$n$"" width=""10"" height=""8""> we have: <img src=""//latex.artofproblemsolving.com/b/d/b/bdb4ec92fd3acf0b7b5eb976ace404d2e070f419.png"" class=""latex"" alt=""$\sum_{k=1}^{n} f(k)k^{-2} \geq \sum_{k=1}^{n} k^{-1}.$"" style=""vertical-align: -20px"" width=""176"" height=""48"">","Let $f$ be an injective function from ${1,2,3,\ldots}$ in itself. Prove that for any $n$ we have: $\sum_{k=1}^{n} f(k)k^{-2} \geq \sum_{k=1}^{n} k^{-1}.$",Algebra,1.6161616161616166,Easy
9,3550,5,International Contest,apmo,2022_apmo,https://artofproblemsolving.com/community/c3046774_2022_apmo,https://artofproblemsolving.com/downloads/printable_post_collections/3046774,"Let <img src=""//latex.artofproblemsolving.com/b/b/6/bb60e0857a2c0a2c47acfbe81781032feb1f7150.png"" class=""latex"" alt=""$a,b,c,d$"" style=""vertical-align: -4px"" width=""61"" height=""18""> be real numbers such that <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/6/6/2/6626ab951c68d4bdae445a5b6b3b99c7292c363d.png"" class=""latex"" alt=""$a^2+b^2+c^2+d^2=1$"" style=""vertical-align: -1px"" width=""163"" height=""16"">.</span> Determine the minimum value of <img src=""//latex.artofproblemsolving.com/f/e/e/fee4d3bbe65be2564ecad727d3973d78d81d159e.png"" class=""latex"" alt=""$(a-b)(b-c)(c-d)(d-a)$"" style=""vertical-align: -5px"" width=""217"" height=""20""> and determine all values of <img src=""//latex.artofproblemsolving.com/f/a/e/faedb9d30dc3763d92cbcacf2cc17e2bf64f3e8b.png"" class=""latex"" alt=""$(a,b,c,d)$"" style=""vertical-align: -4px"" width=""71"" height=""18""> such that the minimum value is achived.","Let $a,b,c,d$ be real numbers such that $a^2+b^2+c^2+d^2=1$. Determine the minimum value of $(a-b)(b-c)(c-d)(d-a)$ and determine all values of $(a,b,c,d)$ such that the minimum value is achived.",Algebra,7.985714285714286,Hard
148,6116,1,International Contest,egmo,2020_egmo,https://artofproblemsolving.com/community/c1131451_2020_egmo,https://artofproblemsolving.com/downloads/printable_post_collections/1131451,"The positive integers <img src=""//latex.artofproblemsolving.com/e/0/e/e0ef72f3a7ad4d6f73a53141dac0b7e6e03a41b5.png"" class=""latex"" alt=""$a_0, a_1, a_2, \ldots, a_{3030}$"" style=""vertical-align: -3px"" width=""142"" height=""11""> satisfy <img src=""//latex.artofproblemsolving.com/0/7/b/07b9e01b6291827009d653711e3e1c9b678d5a3f.png"" class=""latexcenter"" alt=""$$2a_{n + 2} = a_{n + 1} + 4a_n \text{ for } n = 0, 1, 2, \ldots, 3028.$$"" width=""343"" height=""17""><br>
Prove that at least one of the numbers <img src=""//latex.artofproblemsolving.com/e/0/e/e0ef72f3a7ad4d6f73a53141dac0b7e6e03a41b5.png"" class=""latex"" alt=""$a_0, a_1, a_2, \ldots, a_{3030}$"" style=""vertical-align: -3px"" width=""142"" height=""11""> is divisible by <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/6/2/f/62f6066547f82ef40934e833df063c1728c0b3d6.png"" class=""latex"" alt=""$2^{2020}$"" width=""34"" height=""15"">.</span>","The positive integers $a_0, a_1, a_2, \ldots, a_{3030}$ satisfy $$2a_{n + 2} = a_{n + 1} + 4a_n \text{ for } n = 0, 1, 2, \ldots, 3028.$$ Prove that at least one of the numbers $a_0, a_1, a_2, \ldots, a_{3030}$ is divisible by $2^{2020}$.",Number Theory,4.313725490196079,Medium
353,150,6,International Contest,imo,1999_imo,https://artofproblemsolving.com/community/c3826_1999_imo,https://artofproblemsolving.com/downloads/printable_post_collections/3826,"Find all the functions <img src=""//latex.artofproblemsolving.com/d/c/1/dc16772e537db344f49cad89b8c4915a1c4ab642.png"" class=""latex"" alt=""$f: \mathbb{R} \to\mathbb{R}$"" style=""vertical-align: -3px"" width=""79"" height=""16""> such that<br>
<img src=""//latex.artofproblemsolving.com/e/e/c/eec1fb7e4c810e8f31de524acf1b4bb5f71ffeb8.png"" class=""latexcenter"" alt=""\[f(x-f(y))=f(f(y))+xf(y)+f(x)-1\]"" width=""330"" height=""18"">for all <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/7/f/5/7f5168ebb9110f97c03d1eb533f8607822d0bf4c.png"" class=""latex"" alt=""$x,y \in \mathbb{R} $"" style=""vertical-align: -3px"" width=""63"" height=""15"">.</span>","Find all the functions $f: \mathbb{R} \to\mathbb{R}$ such that \[f(x-f(y))=f(f(y))+xf(y)+f(x)-1\]for all $x,y \in \mathbb{R} $.",Algebra,8.355555555555556,Very Hard
438,235,1,International Contest,imo,1984_imo,https://artofproblemsolving.com/community/c3811_1984_imo,https://artofproblemsolving.com/downloads/printable_post_collections/3811,"Prove that <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/9/2/8/9284c6f851f10cea8a4841d87d17f472e23d8b22.png"" class=""latex"" alt=""$0\le yz+zx+xy-2xyz\le{7\over27}$"" style=""vertical-align: -12px"" width=""241"" height=""37"">,</span> where <img src=""//latex.artofproblemsolving.com/b/6/4/b6400c6fe3f1ed70e5afd387a9686cdc3fa09531.png"" class=""latex"" alt=""$x,y$"" style=""vertical-align: -3px"" width=""27"" height=""11""> and <img src=""//latex.artofproblemsolving.com/b/1/3/b13f21416d84e13708696f34dea81026cda583c9.png"" class=""latex"" alt=""$z$"" width=""8"" height=""8""> are non-negative real numbers satisfying <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/0/f/c/0fce09322356796e6adce205b1e7d6d0b7d7e5ac.png"" class=""latex"" alt=""$x+y+z=1$"" style=""vertical-align: -3px"" width=""106"" height=""15"">.</span>","Prove that $0\le yz+zx+xy-2xyz\le{7\over27}$, where $x,y$ and $z$ are non-negative real numbers satisfying $x+y+z=1$.",Algebra,3.4895833333333326,Medium
289,86,2,International Contest,imo,2009_imo,https://artofproblemsolving.com/community/c3836_2009_imo,https://artofproblemsolving.com/downloads/printable_post_collections/3836,"Let <img src=""//latex.artofproblemsolving.com/2/b/4/2b45ab3d3ac6f84f8948eae63deadbb5ae0da447.png"" class=""latex"" alt=""$ ABC$"" width=""42"" height=""13""> be a triangle with circumcentre <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/7/b/6/7b675f3af043c2f7a4e8646bc7acaa7af544ff56.png"" class=""latex"" alt=""$ O$"" width=""13"" height=""12"">.</span> The points <img src=""//latex.artofproblemsolving.com/f/b/1/fb1b7d554ea7d9094511c084a2682639363022f5.png"" class=""latex"" alt=""$ P$"" width=""14"" height=""12""> and <img src=""//latex.artofproblemsolving.com/4/b/0/4b073c82664ac30d6b83fc7ef3db6507054c0d95.png"" class=""latex"" alt=""$ Q$"" style=""vertical-align: -3px"" width=""13"" height=""16""> are interior points of the sides <img src=""//latex.artofproblemsolving.com/b/d/b/bdb9d40ee0af11ce2836cd93a4ab5113d7047ad7.png"" class=""latex"" alt=""$ CA$"" width=""28"" height=""13""> and <img src=""//latex.artofproblemsolving.com/c/2/c/c2c1015b840bca4492903e3615afa5eee7cef242.png"" class=""latex"" alt=""$ AB$"" width=""27"" height=""13""> respectively. Let <img src=""//latex.artofproblemsolving.com/8/e/4/8e4847d513c1cfa7151d37fb50fa009ef1a204d3.png"" class=""latex"" alt=""$ K,L$"" style=""vertical-align: -3px"" width=""36"" height=""16""> and <img src=""//latex.artofproblemsolving.com/2/3/2/23293d929381045b3b629c3bdfc5d8d61362dcda.png"" class=""latex"" alt=""$ M$"" width=""19"" height=""12""> be the midpoints of the segments <img src=""//latex.artofproblemsolving.com/d/d/3/dd30598723be1d5f66157b122ad5b3d8bed6ed59.png"" class=""latex"" alt=""$ BP,CQ$"" style=""vertical-align: -3px"" width=""63"" height=""16""> and <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/d/2/a/d2a4a9fe049ad0e0b18464536391b934b664fb92.png"" class=""latex"" alt=""$ PQ$"" style=""vertical-align: -3px"" width=""27"" height=""16"">.</span> respectively, and let <img src=""//latex.artofproblemsolving.com/4/f/e/4fe2d72b38a1a6e5d72518ef2d5213eedf684d63.png"" class=""latex"" alt=""$ \Gamma$"" style=""vertical-align: 0px"" width=""11"" height=""13""> be the circle passing through <img src=""//latex.artofproblemsolving.com/8/e/4/8e4847d513c1cfa7151d37fb50fa009ef1a204d3.png"" class=""latex"" alt=""$ K,L$"" style=""vertical-align: -3px"" width=""36"" height=""16""> and <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/2/3/2/23293d929381045b3b629c3bdfc5d8d61362dcda.png"" class=""latex"" alt=""$ M$"" width=""19"" height=""12"">.</span> Suppose that the line <img src=""//latex.artofproblemsolving.com/d/2/a/d2a4a9fe049ad0e0b18464536391b934b664fb92.png"" class=""latex"" alt=""$ PQ$"" style=""vertical-align: -3px"" width=""27"" height=""16""> is tangent to the circle <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/4/f/e/4fe2d72b38a1a6e5d72518ef2d5213eedf684d63.png"" class=""latex"" alt=""$ \Gamma$"" style=""vertical-align: 0px"" width=""11"" height=""13"">.</span> Prove that <img src=""//latex.artofproblemsolving.com/7/2/2/7227ff08e9f32cfece6c65e5aa2e4dac2a54af75.png"" class=""latex"" alt=""$ OP = OQ.$"" style=""vertical-align: -3px"" width=""85"" height=""16""><br>
<br>
<i>Proposed by Sergei Berlov, Russia </i>","Let $ ABC$ be a triangle with circumcentre $ O$. The points $ P$ and $ Q$ are interior points of the sides $ CA$ and $ AB$ respectively. Let $ K,L$ and $ M$ be the midpoints of the segments $ BP,CQ$ and $ PQ$. respectively, and let $ \Gamma$ be the circle passing through $ K,L$ and $ M$. Suppose that the line $ PQ$ is tangent to the circle $ \Gamma$. Prove that $ OP = OQ.$  Proposed by Sergei Berlov, Russia ",Geometry,4.700379266750948,Medium
574,411,5,International Contest,imo,1961_imo,https://artofproblemsolving.com/community/c3788_1961_imo,https://artofproblemsolving.com/downloads/printable_post_collections/3788,"Construct a triangle <img src=""//latex.artofproblemsolving.com/e/2/a/e2a559986ed5a0ffc5654bd367c29dfc92913c36.png"" class=""latex"" alt=""$ABC$"" width=""42"" height=""13""> if <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/b/e/0/be0834a58059a61a79d86701cc1292ee73a0858c.png"" class=""latex"" alt=""$AC=b$"" width=""60"" height=""13"">,</span> <img src=""//latex.artofproblemsolving.com/4/7/4/474cd45035e0eea00cfc2d9355528e69dc34389d.png"" class=""latex"" alt=""$AB=c$"" width=""60"" height=""13""> and <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/9/9/3/9933cad85a99e39cc42b9c64b191b8271a5baabf.png"" class=""latex"" alt=""$\angle AMB=w$"" width=""98"" height=""13"">,</span> where <img src=""//latex.artofproblemsolving.com/5/d/1/5d1e4485dc90c450e8c76826516c1b2ccb8fce16.png"" class=""latex"" alt=""$M$"" width=""19"" height=""12""> is the midpoint of the segment <img src=""//latex.artofproblemsolving.com/6/c/5/6c52a41dcbd739f1d026c5d4f181438b75b76976.png"" class=""latex"" alt=""$BC$"" width=""28"" height=""12""> and <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/e/d/f/edfbfbead3c463fa0840c8dc77dd6221ad800b32.png"" class=""latex"" alt=""$w<90$"" style=""vertical-align: 0px"" width=""55"" height=""13"">.</span> Prove that a solution exists if and only if <img src=""//latex.artofproblemsolving.com/9/f/f/9ff37be2fd6c71e694abf5341a5246e98ec8b233.png"" class=""latexcenter"" alt=""\[ b \tan{\dfrac{w}{2}} \leq c <b  \]"" width=""121"" height=""33""> In what case does the equality hold?","Construct a triangle $ABC$ if $AC=b$, $AB=c$ and $\angle AMB=w$, where $M$ is the midpoint of the segment $BC$ and $w<90$. Prove that a solution exists if and only if \[ b \tan{\dfrac{w}{2}} \leq c <b \] In what case does the equality hold?",Geometry,5.7142857142857135,Medium
575,412,6,International Contest,imo,1961_imo,https://artofproblemsolving.com/community/c3788_1961_imo,https://artofproblemsolving.com/downloads/printable_post_collections/3788,"Consider a plane <img src=""//latex.artofproblemsolving.com/e/a/f/eaf4418fbe935c15a606516d8f55dc380cd8e822.png"" class=""latex"" alt=""$\epsilon$"" style=""vertical-align: 0px"" width=""7"" height=""8""> and three non-collinear points <img src=""//latex.artofproblemsolving.com/a/9/8/a9874ea56cf8fec1bd246793224fbcfaad17ab3f.png"" class=""latex"" alt=""$A,B,C$"" style=""vertical-align: -3px"" width=""58"" height=""16""> on the same side of <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/e/a/f/eaf4418fbe935c15a606516d8f55dc380cd8e822.png"" class=""latex"" alt=""$\epsilon$"" style=""vertical-align: 0px"" width=""7"" height=""8"">;</span> suppose the plane determined by these three points is not parallel to <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/e/a/f/eaf4418fbe935c15a606516d8f55dc380cd8e822.png"" class=""latex"" alt=""$\epsilon$"" style=""vertical-align: 0px"" width=""7"" height=""8"">.</span> In plane <img src=""//latex.artofproblemsolving.com/e/a/f/eaf4418fbe935c15a606516d8f55dc380cd8e822.png"" class=""latex"" alt=""$\epsilon$"" style=""vertical-align: 0px"" width=""7"" height=""8""> take three arbitrary points <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/a/c/e/ace28869ca88b544cdd745a73cdfff3bf1c31302.png"" class=""latex"" alt=""$A',B',C'$"" style=""vertical-align: -3px"" width=""71"" height=""17"">.</span> Let <img src=""//latex.artofproblemsolving.com/a/d/7/ad7cf5884646fcdb244a06953fc6cfab0e244c68.png"" class=""latex"" alt=""$L,M,N$"" style=""vertical-align: -3px"" width=""63"" height=""16""> be the midpoints of segments <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/d/e/7/de75d3e2f44a1b72f6187109507187505905bbec.png"" class=""latex"" alt=""$AA', BB', CC'$"" style=""vertical-align: -3px"" width=""114"" height=""17"">;</span> Let <img src=""//latex.artofproblemsolving.com/6/e/2/6e28ce12d49d39f160d5a0ef54077fc98e4b9d2b.png"" class=""latex"" alt=""$G$"" width=""14"" height=""12""> be the centroid of the triangle <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/0/e/3/0e3c64738cc54978105f77dabf7ffd22cbea9c83.png"" class=""latex"" alt=""$LMN$"" width=""48"" height=""12"">.</span> (We will not consider positions of the points <img src=""//latex.artofproblemsolving.com/e/e/1/ee149d65f55388735f7a78e7410c83ac70dfe67f.png"" class=""latex"" alt=""$A', B', C'$"" style=""vertical-align: -3px"" width=""71"" height=""17""> such that the points <img src=""//latex.artofproblemsolving.com/a/d/7/ad7cf5884646fcdb244a06953fc6cfab0e244c68.png"" class=""latex"" alt=""$L,M,N$"" style=""vertical-align: -3px"" width=""63"" height=""16""> do not form a triangle.) What is the locus of point <img src=""//latex.artofproblemsolving.com/6/e/2/6e28ce12d49d39f160d5a0ef54077fc98e4b9d2b.png"" class=""latex"" alt=""$G$"" width=""14"" height=""12""> as <img src=""//latex.artofproblemsolving.com/e/e/1/ee149d65f55388735f7a78e7410c83ac70dfe67f.png"" class=""latex"" alt=""$A', B', C'$"" style=""vertical-align: -3px"" width=""71"" height=""17""> range independently over the plane <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/e/a/f/eaf4418fbe935c15a606516d8f55dc380cd8e822.png"" class=""latex"" alt=""$\epsilon$"" style=""vertical-align: 0px"" width=""7"" height=""8"">?</span>","Consider a plane $\epsilon$ and three non-collinear points $A,B,C$ on the same side of $\epsilon$; suppose the plane determined by these three points is not parallel to $\epsilon$. In plane $\epsilon$ take three arbitrary points $A',B',C'$. Let $L,M,N$ be the midpoints of segments $AA', BB', CC'$; Let $G$ be the centroid of the triangle $LMN$. (We will not consider positions of the points $A', B', C'$ such that the points $L,M,N$ do not form a triangle.) What is the locus of point $G$ as $A', B', C'$ range independently over the plane $\epsilon$?",Geometry,7.301587301587302,Hard
